Transaction_ID,Customer_ID,Transaction_Type,Source_Country,Destination_Country,Source_City,Destination_City,Source_Currency,Destination_Currency,Exchange_Rate,Transaction_Amount,Converted_Amount,Fee_Charged,Tax_Applied,Total_Deduction,Sharia_Compliant,Contract_Type,Transaction_Date,Transaction_Time,Processing_Time_Seconds,Fraud_Flag,AML_Flag,Risk_Score,Channel,Device_Type
TXN007027,CUST3102,Remittance,Saudi Arabia,Pakistan,Riyadh,Karachi,SAR,PKR,74.0,205.28,15190.72,5.63,2.05,7.68,Yes,Murabaha,2025-06-03,09:47:31.238096,97.5,0,0,1,Online Portal,Mobile
TXN007028,CUST6349,Remittance,UAE,Pakistan,Dubai,Islamabad,AED,PKR,75.0,2177.49,163311.75,50.37,27.23,77.6,Yes,Murabaha,2026-02-11,00:36:12.137111,63.43,0,0,10,ATM,ATM
TXN007029,CUST7824,Remittance,UAE,Pakistan,Abu Dhabi,Islamabad,AED,PKR,75.0,585.52,43914.0,12.63,3.82,16.45,Yes,Salam,2025-11-11,10:15:14.219102,102.23,0,0,2,Online Portal,ATM
TXN007030,CUST9298,Online Transfer,UAE,Saudi Arabia,Abu Dhabi,Jeddah,AED,SAR,190.14,2303.27,437943.76,54.17,26.24,80.41,Yes,Ijara,2024-05-18,22:12:05.079534,66.28,0,0,11,Online Portal,Mobile
TXN007031,CUST6992,Online Transfer,Saudi Arabia,Pakistan,Riyadh,Islamabad,SAR,PKR,74.0,3775.02,279351.48,93.87,69.46,163.32999999999998,Yes,Murabaha,2025-09-27,17:02:33.152248,52.45,0,0,18,Online Portal,ATM
TXN007032,CUST8742,Online Transfer,UK,Saudi Arabia,London,Riyadh,GBP,SAR,121.51,774.04,94053.6,20.34,14.85,35.19,Yes,None,2024-10-22,23:27:40.803597,56.19,0,0,3,ATM,ATM
TXN007033,CUST2650,Remittance,Saudi Arabia,Pakistan,Jeddah,Islamabad,SAR,PKR,74.0,150.25,11118.5,3.56,2.92,6.48,Yes,Murabaha,2025-07-24,11:03:34.891791,58.46,0,0,0,Branch,Desktop
TXN007034,CUST2760,Online Transfer,Kuwait,USA,Kuwait City,New York,KWD,USD,90.73,1539.76,139702.42,35.55,11.99,47.54,Yes,Salam,2024-09-06,14:25:54.759678,54.22,0,0,7,Branch,Desktop
TXN007035,CUST9227,Online Transfer,Pakistan,UK,Lahore,London,PKR,GBP,135.93,1585.51,215518.65,35.9,26.73,62.629999999999995,Yes,None,2025-03-13,05:16:51.722575,27.37,0,0,7,Mobile App,Mobile
TXN007036,CUST1035,Trade Finance,UAE,Saudi Arabia,Abu Dhabi,Jeddah,AED,SAR,83.8,4808.09,402917.94,95.09,76.72,171.81,Yes,None,2025-11-26,02:01:48.925520,75.68,0,0,24,Online Portal,Desktop
TXN007037,CUST4899,Online Transfer,Saudi Arabia,Pakistan,Jeddah,Lahore,SAR,PKR,74.0,239.19,17700.06,5.09,1.2,6.29,Yes,Ijara,2024-11-12,19:44:21.146509,70.57,0,0,1,ATM,Mobile
TXN007038,CUST2299,Remittance,Saudi Arabia,Kuwait,Jeddah,Kuwait City,SAR,KWD,151.67,1441.93,218697.83,36.21,13.81,50.02,Yes,Murabaha,2025-04-09,11:10:23.953498,90.7,0,0,7,Mobile App,ATM
TXN007039,CUST1949,Online Transfer,USA,UAE,Chicago,Dubai,USD,AED,283.61,2075.14,588530.46,56.32,36.76,93.08,Yes,None,2024-12-30,03:18:56.021760,67.74,0,0,10,Online Portal,Desktop
TXN007040,CUST3753,Remittance,Saudi Arabia,Pakistan,Jeddah,Islamabad,SAR,PKR,74.0,2037.67,150787.58,58.2,32.67,90.87,Yes,None,2025-01-27,20:32:28.201077,50.72,0,0,10,ATM,ATM
TXN007041,CUST8217,Trade Finance,Saudi Arabia,Pakistan,Riyadh,Karachi,SAR,PKR,74.0,713.54,52801.96,11.34,11.12,22.46,Yes,None,2024-11-10,06:52:22.279516,40.44,0,0,3,Branch,ATM
TXN007042,CUST7719,Online Transfer,UAE,UAE,Abu Dhabi,Dubai,AED,AED,1.0,979.85,979.85,12.83,17.63,30.46,Yes,Salam,2024-09-15,07:01:53.694009,45.36,0,0,4,Branch,Desktop
TXN007043,CUST9695,Online Transfer,Kuwait,Saudi Arabia,Kuwait City,Jeddah,KWD,SAR,84.23,1216.18,102438.84,17.3,9.02,26.32,Yes,Salam,2025-05-29,20:45:31.339923,18.92,0,0,6,ATM,Mobile
TXN007044,CUST5447,Remittance,UAE,Pakistan,Abu Dhabi,Lahore,AED,PKR,75.0,132.43,9932.25,2.98,1.27,4.25,Yes,None,2026-01-10,02:11:40.139604,76.64,0,0,0,Mobile App,Mobile
TXN007045,CUST6569,Remittance,Qatar,USA,Doha,Chicago,QAR,USD,206.34,10601.19,2187449.54,230.59,164.06,394.65,Yes,Salam,2025-02-06,14:42:50.629217,52.21,0,0,53,Online Portal,Desktop
TXN007046,CUST8485,SWIFT,UAE,Pakistan,Abu Dhabi,Lahore,AED,PKR,75.0,769.21,57690.75,20.8,9.58,30.380000000000003,Yes,Ijara,2024-10-15,20:22:08.314414,12.66,0,0,3,Mobile App,Desktop
TXN007047,CUST6237,Trade Finance,Kuwait,UK,Kuwait City,London,KWD,GBP,155.01,210.5,32630.23,3.85,1.62,5.470000000000001,Yes,Ijara,2024-04-29,18:14:14.591082,58.05,0,0,1,Branch,ATM
TXN007048,CUST7587,Remittance,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,3125.9,231316.6,52.19,50.87,103.06,Yes,Salam,2025-11-21,01:50:16.904095,8.73,0,0,15,Branch,ATM
TXN007049,CUST1807,Trade Finance,UAE,Pakistan,Abu Dhabi,Karachi,AED,PKR,75.0,290.2,21765.0,5.18,3.02,8.2,Yes,None,2024-09-11,18:14:24.474468,55.35,0,0,1,Mobile App,ATM
TXN007050,CUST2316,SWIFT,UAE,Pakistan,Abu Dhabi,Islamabad,AED,PKR,75.0,536.28,40221.0,14.46,5.13,19.59,Yes,Ijara,2025-12-08,04:44:50.832117,115.45,0,0,2,ATM,Mobile
TXN007051,CUST4777,Trade Finance,Saudi Arabia,Pakistan,Jeddah,Lahore,SAR,PKR,74.0,2826.61,209169.14,65.72,50.58,116.3,Yes,None,2026-01-27,19:00:34.816676,70.63,0,0,14,ATM,Mobile
TXN007052,CUST6302,SWIFT,Saudi Arabia,Pakistan,Jeddah,Islamabad,SAR,PKR,74.0,284.51,21053.74,5.46,3.27,8.73,Yes,Ijara,2024-08-24,10:14:19.664936,117.56,0,0,1,Online Portal,ATM
TXN007053,CUST5011,Remittance,Saudi Arabia,Pakistan,Riyadh,Karachi,SAR,PKR,74.0,2992.29,221429.46,79.56,28.83,108.39,Yes,Murabaha,2024-09-25,20:19:01.303084,40.72,0,0,14,Branch,Desktop
TXN007054,CUST9183,Trade Finance,Saudi Arabia,Pakistan,Jeddah,Lahore,SAR,PKR,74.0,5450.81,403359.79,155.48,34.11,189.58999999999997,Yes,None,2025-03-27,04:02:12.711800,80.57,0,0,27,ATM,Desktop
TXN007055,CUST8221,Online Transfer,Saudi Arabia,Pakistan,Jeddah,Lahore,SAR,PKR,74.0,5209.69,385517.06,125.96,98.65,224.61,Yes,Ijara,2024-08-04,07:30:56.443218,88.44,0,0,26,ATM,Mobile
TXN007056,CUST6288,Remittance,Kuwait,Kuwait,Kuwait City,Kuwait City,KWD,KWD,1.0,4525.67,4525.67,91.99,32.81,124.8,Yes,Ijara,2024-07-04,23:15:47.771667,38.87,0,0,22,Mobile App,Mobile
TXN007057,CUST8385,Trade Finance,UK,USA,London,New York,GBP,USD,76.6,5986.19,458542.15,67.68,64.69,132.37,Yes,None,2024-10-11,18:35:50.687232,86.85,0,0,29,Mobile App,ATM
TXN007058,CUST2870,SWIFT,UAE,Pakistan,Abu Dhabi,Lahore,AED,PKR,75.0,562.41,42180.75,16.4,4.77,21.169999999999998,Yes,None,2024-11-08,03:08:18.200019,11.1,0,0,2,Mobile App,Mobile
TXN007059,CUST1552,SWIFT,USA,UAE,New York,Abu Dhabi,USD,AED,77.53,2671.05,207086.51,39.19,22.19,61.379999999999995,Yes,None,2025-05-31,19:25:57.150809,32.8,0,0,13,Online Portal,Mobile
TXN007060,CUST2649,Online Transfer,Pakistan,Kuwait,Lahore,Kuwait City,PKR,KWD,57.49,1876.22,107863.89,53.56,35.04,88.6,Yes,None,2024-10-22,03:58:10.125083,52.24,0,0,9,Mobile App,Desktop
TXN007061,CUST5641,Online Transfer,UAE,Pakistan,Dubai,Islamabad,AED,PKR,75.0,1968.52,147639.0,33.02,35.29,68.31,Yes,Ijara,2025-08-24,21:34:27.754142,34.15,0,0,9,Online Portal,Desktop
TXN007062,CUST3358,Trade Finance,Saudi Arabia,Pakistan,Riyadh,Karachi,SAR,PKR,74.0,4787.23,354255.02,92.68,88.7,181.38,Yes,Ijara,2024-08-24,05:14:37.070805,78.86,0,0,23,Mobile App,Mobile
TXN007063,CUST6323,Online Transfer,Saudi Arabia,Pakistan,Riyadh,Karachi,SAR,PKR,74.0,3644.31,269678.94,90.52,28.82,119.34,Yes,Murabaha,2024-11-13,22:44:48.935645,6.43,0,0,18,ATM,Desktop
TXN007064,CUST1311,Remittance,Saudi Arabia,Pakistan,Jeddah,Islamabad,SAR,PKR,74.0,303.71,22474.54,3.71,2.44,6.15,Yes,Ijara,2025-01-11,06:27:42.221731,91.22,0,0,1,Online Portal,ATM
TXN007065,CUST6930,Trade Finance,UAE,Pakistan,Abu Dhabi,Islamabad,AED,PKR,75.0,481.48,36111.0,14.34,8.35,22.689999999999998,Yes,None,2024-05-26,21:19:33.858462,15.35,0,0,2,Online Portal,Desktop
TXN007066,CUST8189,Trade Finance,Saudi Arabia,Pakistan,Riyadh,Lahore,SAR,PKR,74.0,829.26,61365.24,8.33,10.61,18.939999999999998,Yes,Ijara,2025-06-13,17:46:03.775899,89.93,0,0,4,Branch,ATM
TXN007067,CUST8597,Remittance,UAE,UK,Abu Dhabi,Manchester,AED,GBP,279.17,1977.44,552041.92,45.03,13.8,58.83,Yes,Murabaha,2025-08-26,18:57:34.172109,104.1,0,0,9,Online Portal,Mobile
TXN007068,CUST9523,Online Transfer,UAE,UK,Abu Dhabi,Manchester,AED,GBP,139.25,1671.84,232803.72,34.5,24.3,58.8,Yes,None,2025-01-06,15:22:42.633960,79.82,0,0,8,Branch,ATM
TXN007069,CUST2866,Online Transfer,UAE,Pakistan,Dubai,Lahore,AED,PKR,75.0,3487.85,261588.75,49.62,56.83,106.44999999999999,Yes,None,2024-09-26,08:08:38.335605,53.18,0,0,17,Online Portal,Desktop
TXN007070,CUST7472,Online Transfer,UK,Kuwait,Manchester,Kuwait City,GBP,KWD,290.13,4879.95,1415819.89,144.76,54.58,199.33999999999997,Yes,Murabaha,2024-09-01,17:01:08.772300,34.53,0,0,24,Branch,Desktop
TXN007071,CUST9854,Remittance,Saudi Arabia,Pakistan,Riyadh,Islamabad,SAR,PKR,74.0,1167.36,86384.64,18.78,19.38,38.16,Yes,None,2025-03-03,14:02:57.088020,108.36,0,0,5,Online Portal,Desktop
TXN007072,CUST1983,Trade Finance,Saudi Arabia,UAE,Jeddah,Abu Dhabi,SAR,AED,58.32,122.19,7126.12,1.42,1.81,3.23,Yes,Salam,2026-01-28,00:01:05.490666,116.14,0,0,0,Mobile App,Desktop
TXN007073,CUST2573,SWIFT,Kuwait,Saudi Arabia,Kuwait City,Jeddah,KWD,SAR,256.34,192.47,49337.76,4.74,2.31,7.050000000000001,Yes,Ijara,2024-10-16,21:09:49.652008,38.99,0,0,0,ATM,Desktop
TXN007074,CUST1061,SWIFT,UAE,Pakistan,Dubai,Lahore,AED,PKR,75.0,2667.72,200079.0,43.77,23.84,67.61,Yes,Murabaha,2024-10-16,02:31:26.626781,13.04,0,0,13,ATM,Desktop
TXN007075,CUST3248,SWIFT,Saudi Arabia,Pakistan,Riyadh,Karachi,SAR,PKR,74.0,2113.7,156414.1,27.99,28.49,56.48,Yes,None,2025-04-26,23:47:01.859246,61.01,0,0,10,Branch,Desktop
TXN007076,CUST1080,Trade Finance,UAE,Kuwait,Abu Dhabi,Kuwait City,AED,KWD,92.97,347.68,32323.81,8.77,5.36,14.129999999999999,Yes,None,2025-08-14,19:11:33.870177,57.31,0,0,1,ATM,ATM
TXN007077,CUST1360,Remittance,Kuwait,Qatar,Kuwait City,Doha,KWD,QAR,186.1,2427.31,451722.39,70.92,23.53,94.45,Yes,Murabaha,2025-10-11,08:54:22.334579,41.43,0,0,12,Online Portal,Desktop
TXN007078,CUST1084,Trade Finance,UK,Pakistan,London,Lahore,GBP,PKR,350.0,782.52,273882.0,7.97,10.76,18.73,Yes,Salam,2024-10-20,14:31:09.978705,98.9,0,0,3,Mobile App,Mobile
TXN007079,CUST7147,SWIFT,Saudi Arabia,Saudi Arabia,Riyadh,Riyadh,SAR,SAR,1.0,710.35,710.35,15.53,9.62,25.15,Yes,Ijara,2025-10-18,01:25:54.860774,89.86,0,0,3,Branch,Mobile
TXN007080,CUST8792,SWIFT,UAE,Pakistan,Abu Dhabi,Lahore,AED,PKR,75.0,1454.43,109082.25,17.72,10.31,28.03,Yes,Murabaha,2025-07-28,02:32:16.863278,68.32,0,0,7,Branch,Desktop
TXN007081,CUST1289,Trade Finance,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,994.0,73556.0,14.9,12.77,27.67,Yes,Murabaha,2025-07-12,02:10:23.617813,85.49,0,0,4,Mobile App,ATM
TXN007082,CUST8597,SWIFT,Kuwait,UAE,Kuwait City,Dubai,KWD,AED,226.64,1473.73,334006.17,34.5,15.11,49.61,Yes,Salam,2025-09-01,06:39:31.125265,82.94,0,0,7,Branch,ATM
TXN007083,CUST4853,SWIFT,Pakistan,UK,Karachi,London,PKR,GBP,140.15,2229.11,312409.77,35.22,28.88,64.1,Yes,Murabaha,2024-07-25,14:41:09.584608,67.16,0,0,11,Branch,Mobile
TXN007084,CUST6833,Trade Finance,Saudi Arabia,Pakistan,Riyadh,Karachi,SAR,PKR,74.0,1286.39,95192.86,35.76,8.73,44.489999999999995,Yes,Murabaha,2026-01-13,09:19:38.594222,78.36,0,0,6,Mobile App,ATM
TXN007085,CUST4081,SWIFT,UAE,Pakistan,Dubai,Lahore,AED,PKR,75.0,6000.46,450034.2,61.01,39.41,100.41999999999999,Yes,Ijara,2025-03-01,17:20:40.577577,55.62,0,0,30,Mobile App,Desktop
TXN007086,CUST5769,Remittance,UAE,Pakistan,Abu Dhabi,Karachi,AED,PKR,75.0,3912.32,293424.0,82.52,73.95,156.47,Yes,Salam,2024-08-17,13:28:00.994912,84.9,0,0,19,Online Portal,ATM
TXN007087,CUST7458,Trade Finance,Saudi Arabia,Pakistan,Riyadh,Islamabad,SAR,PKR,74.0,1552.62,114893.88,17.74,10.07,27.81,Yes,None,2025-08-24,04:29:43.271158,52.1,0,0,7,Online Portal,ATM
TXN007088,CUST1999,Online Transfer,Saudi Arabia,Pakistan,Riyadh,Lahore,SAR,PKR,74.0,1098.23,81269.02,30.29,7.93,38.22,Yes,Ijara,2026-02-06,04:03:32.952897,34.49,0,0,5,ATM,ATM
TXN007089,CUST2933,Remittance,Saudi Arabia,Pakistan,Riyadh,Karachi,SAR,PKR,74.0,293.53,21721.22,5.42,5.45,10.870000000000001,Yes,None,2025-09-08,06:41:59.727092,65.62,0,0,1,Online Portal,Mobile
TXN007090,CUST9021,Remittance,Saudi Arabia,Pakistan,Jeddah,Islamabad,SAR,PKR,74.0,284.93,21084.82,7.91,1.91,9.82,Yes,None,2024-10-15,17:38:53.535532,118.91,0,0,1,Online Portal,Desktop
TXN007091,CUST4593,Online Transfer,UAE,Pakistan,Dubai,Islamabad,AED,PKR,75.0,1765.48,132411.0,30.27,10.97,41.24,Yes,Ijara,2024-05-26,02:26:42.438358,43.16,0,0,8,Mobile App,Mobile
TXN007092,CUST1398,SWIFT,Pakistan,UAE,Lahore,Dubai,PKR,AED,225.77,1374.34,310284.74,34.31,25.21,59.52,Yes,Murabaha,2026-01-25,09:20:21.147081,114.85,0,0,6,Branch,Desktop
TXN007093,CUST4359,Online Transfer,UAE,Pakistan,Abu Dhabi,Islamabad,AED,PKR,75.0,4756.85,356763.6,124.88,29.23,154.10999999999999,Yes,Murabaha,2025-03-05,01:53:53.730061,85.7,0,0,23,Branch,Desktop
TXN007094,CUST5223,Remittance,Saudi Arabia,Pakistan,Jeddah,Islamabad,SAR,PKR,74.0,1907.21,141133.54,47.83,14.75,62.58,Yes,None,2025-07-06,21:20:50.379426,42.44,0,0,9,Branch,Desktop
TXN007095,CUST2788,Online Transfer,Saudi Arabia,UAE,Jeddah,Dubai,SAR,AED,176.43,3152.87,556260.85,69.86,27.03,96.89,Yes,Salam,2025-09-27,22:06:34.846486,99.55,0,0,15,Mobile App,Mobile
TXN007096,CUST2683,Online Transfer,UAE,Saudi Arabia,Dubai,Jeddah,AED,SAR,178.51,1365.09,243682.22,35.47,10.94,46.41,Yes,Murabaha,2025-08-10,23:02:56.100078,38.24,0,0,6,ATM,Desktop
TXN007097,CUST1563,Trade Finance,Saudi Arabia,Pakistan,Riyadh,Lahore,SAR,PKR,74.0,3951.77,292430.98,67.21,57.29,124.5,Yes,Salam,2024-06-17,20:02:05.569652,58.07,0,0,19,Mobile App,Desktop
TXN007098,CUST4100,Online Transfer,UAE,USA,Dubai,Chicago,AED,USD,174.45,1719.57,299978.99,41.6,24.66,66.26,Yes,Ijara,2026-02-19,13:32:39.672590,9.11,0,0,8,Online Portal,Desktop
TXN007099,CUST4435,SWIFT,Saudi Arabia,Pakistan,Riyadh,Islamabad,SAR,PKR,74.0,1999.84,147988.16,33.35,21.99,55.34,Yes,None,2025-09-28,10:53:09.219524,112.47,0,0,9,Mobile App,ATM
TXN007100,CUST2257,Remittance,Qatar,UAE,Doha,Dubai,QAR,AED,288.91,1392.04,402174.28,15.97,10.43,26.4,Yes,Ijara,2024-06-18,20:53:29.600587,107.1,0,0,6,Online Portal,Mobile
TXN007101,CUST2082,Online Transfer,Qatar,USA,Doha,Chicago,QAR,USD,116.87,5280.3,617108.66,149.6,32.89,182.49,Yes,None,2024-06-30,15:20:30.822263,105.86,0,0,26,Online Portal,ATM
TXN007102,CUST2060,SWIFT,Saudi Arabia,Pakistan,Riyadh,Karachi,SAR,PKR,74.0,2620.5,193917.0,76.73,27.23,103.96000000000001,Yes,Ijara,2024-04-12,23:55:00.486181,9.02,0,0,13,Online Portal,Mobile
TXN007103,CUST6904,Trade Finance,UAE,Pakistan,Dubai,Lahore,AED,PKR,75.0,1208.78,90658.8,30.43,14.44,44.87,Yes,None,2025-04-20,19:24:59.530565,56.49,0,0,6,ATM,Mobile
TXN007104,CUST2166,SWIFT,UAE,USA,Abu Dhabi,New York,AED,USD,113.84,1923.08,218923.43,52.22,16.71,68.93,Yes,Salam,2025-07-26,23:14:26.033647,31.35,0,0,9,Online Portal,Mobile
TXN007105,CUST2769,Trade Finance,Pakistan,USA,Karachi,New York,PKR,USD,103.95,775.01,80562.08,19.67,4.75,24.42,Yes,None,2024-04-29,09:11:19.020630,33.86,0,0,3,ATM,ATM
TXN007106,CUST3725,Trade Finance,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,2481.96,183665.04,51.57,16.7,68.27,Yes,Salam,2024-04-24,18:23:23.171544,61.67,0,0,12,Branch,ATM
TXN007107,CUST3459,SWIFT,UK,USA,London,New York,GBP,USD,282.49,832.1,235059.93,10.08,12.77,22.85,Yes,None,2024-07-14,05:08:54.495587,66.71,0,0,4,Mobile App,ATM
TXN007108,CUST9877,Online Transfer,UAE,Pakistan,Abu Dhabi,Karachi,AED,PKR,75.0,205.97,15447.75,6.12,3.85,9.97,Yes,Salam,2026-01-17,23:26:54.253999,39.22,0,0,1,ATM,Desktop
TXN007109,CUST1523,Online Transfer,Saudi Arabia,Qatar,Riyadh,Doha,SAR,QAR,237.88,1407.61,334842.27,15.02,19.98,35.0,Yes,None,2024-10-16,14:22:01.814929,102.05,0,0,7,Mobile App,ATM
TXN007110,CUST5282,SWIFT,Saudi Arabia,Pakistan,Riyadh,Karachi,SAR,PKR,74.0,342.1,25315.4,5.7,6.81,12.51,Yes,Murabaha,2025-07-02,03:39:53.469489,85.9,0,0,1,Branch,ATM
TXN007111,CUST7447,SWIFT,Saudi Arabia,Pakistan,Jeddah,Islamabad,SAR,PKR,74.0,260.38,19268.12,4.77,3.89,8.66,Yes,Salam,2025-09-19,23:19:53.780991,81.39,0,0,1,Online Portal,ATM
TXN007112,CUST1175,Trade Finance,UK,Saudi Arabia,Manchester,Riyadh,GBP,SAR,93.57,1456.52,136286.95,16.21,27.25,43.46,Yes,Salam,2026-03-03,00:15:47.270942,48.91,0,0,7,Online Portal,Desktop
TXN007113,CUST3312,Online Transfer,Qatar,USA,Doha,New York,QAR,USD,218.62,352.5,77063.55,5.62,1.81,7.43,Yes,Salam,2025-09-23,22:06:53.327559,33.04,0,0,1,Mobile App,Mobile
TXN007114,CUST2563,SWIFT,Saudi Arabia,Pakistan,Jeddah,Islamabad,SAR,PKR,74.0,139.15,10297.1,3.03,1.56,4.59,Yes,Salam,2025-02-25,02:44:33.589880,11.31,0,0,0,Online Portal,Desktop
TXN007115,CUST7474,Trade Finance,Saudi Arabia,Pakistan,Riyadh,Lahore,SAR,PKR,74.0,621.58,45996.92,17.24,10.52,27.759999999999998,Yes,Salam,2024-06-05,23:59:50.013183,92.58,0,0,3,Mobile App,ATM
TXN007116,CUST1994,Trade Finance,UK,USA,London,New York,GBP,USD,50.97,2728.61,139077.25,41.63,50.07,91.7,Yes,None,2024-11-27,17:49:59.879862,88.39,0,0,13,ATM,Desktop
TXN007117,CUST3076,SWIFT,Saudi Arabia,Pakistan,Riyadh,Islamabad,SAR,PKR,74.0,1023.36,75728.64,19.79,11.59,31.38,Yes,Murabaha,2026-01-07,07:27:22.644686,51.39,0,0,5,Online Portal,Desktop
TXN007118,CUST9679,SWIFT,UAE,Pakistan,Abu Dhabi,Karachi,AED,PKR,75.0,659.83,49487.25,17.54,11.87,29.409999999999997,Yes,Murabaha,2026-01-18,11:05:09.674357,78.69,0,0,3,Mobile App,Mobile
TXN007119,CUST9544,Trade Finance,Saudi Arabia,Pakistan,Riyadh,Islamabad,SAR,PKR,74.0,546.73,40458.02,5.97,5.82,11.79,Yes,None,2025-02-09,01:58:30.931563,7.34,0,0,2,Mobile App,Mobile
TXN007120,CUST5787,Remittance,UAE,Pakistan,Abu Dhabi,Karachi,AED,PKR,75.0,1277.83,95837.25,20.12,17.97,38.09,Yes,Murabaha,2024-10-19,20:41:06.961841,97.75,0,0,6,Branch,Desktop
TXN007121,CUST9051,Remittance,Saudi Arabia,Pakistan,Riyadh,Karachi,SAR,PKR,74.0,1680.54,124359.96,34.85,21.52,56.370000000000005,Yes,Ijara,2024-05-02,23:52:41.509405,42.54,0,0,8,Mobile App,ATM
TXN007122,CUST3751,Trade Finance,Kuwait,Kuwait,Kuwait City,Kuwait City,KWD,KWD,1.0,259.24,259.24,2.9,3.8,6.699999999999999,Yes,Ijara,2025-04-03,17:23:37.923814,80.13,0,0,1,Mobile App,ATM
TXN007123,CUST8602,Remittance,Saudi Arabia,Pakistan,Jeddah,Islamabad,SAR,PKR,74.0,2833.46,209676.04,75.95,28.13,104.08,Yes,Salam,2024-05-02,04:24:27.839603,30.43,0,0,14,Branch,Desktop
TXN007124,CUST4086,Trade Finance,UAE,Pakistan,Abu Dhabi,Islamabad,AED,PKR,75.0,1280.44,96033.0,25.75,6.81,32.56,Yes,Ijara,2025-07-05,21:13:42.616822,57.86,0,0,6,ATM,Mobile
TXN007125,CUST4378,SWIFT,UAE,Pakistan,Dubai,Karachi,AED,PKR,75.0,844.85,63363.75,9.64,10.59,20.23,Yes,None,2025-10-30,14:08:36.534355,75.0,0,0,4,Branch,ATM
TXN007126,CUST9473,Trade Finance,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,1231.61,91138.99,17.99,6.93,24.919999999999998,Yes,Salam,2024-04-22,21:09:56.961057,33.19,0,0,6,Online Portal,Mobile
TXN007127,CUST5289,SWIFT,UAE,Pakistan,Abu Dhabi,Islamabad,AED,PKR,75.0,2696.17,202212.9,55.74,24.24,79.98,Yes,None,2024-04-17,02:42:35.803791,19.33,0,0,13,Mobile App,Desktop
TXN007128,CUST7757,SWIFT,Kuwait,UAE,Kuwait City,Abu Dhabi,KWD,AED,199.04,1765.69,351442.94,38.13,26.83,64.96000000000001,Yes,Murabaha,2025-05-23,14:37:51.639817,118.07,0,0,8,Mobile App,ATM
TXN007129,CUST6186,SWIFT,UAE,Pakistan,Dubai,Karachi,AED,PKR,75.0,998.63,74897.25,21.24,6.42,27.659999999999997,Yes,Salam,2025-06-30,07:14:01.346919,66.75,0,0,4,Mobile App,Mobile
TXN007130,CUST2698,Online Transfer,UAE,UAE,Abu Dhabi,Abu Dhabi,AED,AED,1.0,2560.53,2560.53,64.88,48.95,113.83,Yes,Ijara,2025-05-10,13:13:40.346771,31.47,0,0,12,Online Portal,Mobile
TXN007131,CUST9572,SWIFT,UAE,Pakistan,Dubai,Islamabad,AED,PKR,75.0,339.74,25480.5,7.46,5.27,12.73,Yes,Ijara,2025-12-03,06:24:08.189107,16.37,0,0,1,Branch,Desktop
TXN007132,CUST4607,Trade Finance,Saudi Arabia,Pakistan,Jeddah,Lahore,SAR,PKR,74.0,1274.51,94313.74,35.13,15.24,50.370000000000005,Yes,Ijara,2024-10-22,16:52:49.067414,75.67,0,0,6,Online Portal,Mobile
TXN007133,CUST7161,SWIFT,UAE,Pakistan,Dubai,Islamabad,AED,PKR,75.0,1502.74,112705.5,26.65,19.81,46.459999999999994,Yes,Murabaha,2024-12-31,15:00:30.228860,103.5,0,0,7,Online Portal,ATM
TXN007134,CUST8381,Remittance,UAE,Pakistan,Abu Dhabi,Karachi,AED,PKR,75.0,274.19,20564.25,5.42,1.56,6.98,Yes,None,2025-07-02,09:36:39.237585,117.53,0,0,1,Mobile App,Mobile
TXN007135,CUST1851,Online Transfer,Pakistan,USA,Karachi,Chicago,PKR,USD,203.78,5887.17,1199687.5,145.56,43.63,189.19,Yes,Murabaha,2024-09-24,19:23:04.348382,66.76,0,0,29,ATM,Mobile
TXN007136,CUST9797,Remittance,Saudi Arabia,Pakistan,Riyadh,Karachi,SAR,PKR,74.0,3074.37,227503.38,53.64,35.18,88.82,Yes,Murabaha,2025-05-31,22:29:02.588127,98.18,0,0,15,Branch,Mobile
TXN007137,CUST9868,Remittance,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,3417.4,252887.3,50.29,61.63,111.92,Yes,Ijara,2024-03-29,15:35:42.288836,49.69,0,0,17,ATM,ATM
TXN007138,CUST5293,Online Transfer,Saudi Arabia,Pakistan,Jeddah,Islamabad,SAR,PKR,74.0,1097.4,81207.6,24.73,7.61,32.34,Yes,None,2025-07-02,11:53:14.482695,19.71,0,0,5,Mobile App,ATM
TXN007139,CUST3452,Trade Finance,UK,Kuwait,London,Kuwait City,GBP,KWD,258.65,2255.1,583281.61,25.97,19.12,45.09,Yes,Salam,2025-07-22,12:02:01.554100,52.55,0,0,11,Mobile App,Desktop
TXN007140,CUST7629,Remittance,Saudi Arabia,Pakistan,Riyadh,Islamabad,SAR,PKR,74.0,547.2,40492.8,12.44,7.21,19.65,Yes,Salam,2024-10-31,21:27:27.733541,111.99,0,0,2,Branch,Mobile
TXN007141,CUST6250,Remittance,Saudi Arabia,Pakistan,Jeddah,Karachi,SAR,PKR,74.0,545.01,40330.74,9.01,2.76,11.77,Yes,None,2025-05-04,21:53:02.601212,23.21,0,0,2,Online Portal,Desktop
